"Date","Price","Open","High","Low","Vol.","Change %"
"06/17/2024","379,989","382,481","382,691","378,844","","-0.63%"
"06/14/2024","382,417","374,788","383,247","374,430","","2.07%"
"06/13/2024","374,658","378,699","378,978","373,507","","-0.99%"
"06/12/2024","378,394","377,492","381,568","376,432","","0.29%"
"06/11/2024","377,291","376,237","377,955","374,350","","0.36%"
"06/10/2024","375,938","371,827","376,697","370,788","","1.28%"
"06/07/2024","371,198","386,357","387,241","370,331","","-3.88%"
"06/06/2024","386,198","383,446","386,756","382,695","","0.79%"
"06/05/2024","383,186","377,426","384,013","377,113","","1.60%"
"06/04/2024","377,136","381,542","381,891","375,579","","-1.07%"
"06/03/2024","381,225","377,956","382,188","375,513","","0.85%"
"05/31/2024","378,005","381,012","383,454","377,088","","-0.83%"
"05/30/2024","381,151","377,751","382,408","376,997","","0.93%"
"05/29/2024","377,623","379,563","381,698","377,295","","-0.58%"
"05/28/2024","379,831","377,895","380,387","376,533","","0.61%"
"05/27/2024","377,529","373,345","378,902","373,002","","1.17%"
"05/24/2024","373,149","372,466","375,430","371,889","","0.21%"
"05/23/2024","372,382","380,419","381,239","372,145","","-2.08%"
"05/22/2024","380,279","387,388","387,778","379,818","","-1.76%"
"05/21/2024","387,108","387,592","389,305","385,493","","-0.09%"
"05/20/2024","387,439","385,316","391,470","384,573","","0.59%"
"05/17/2024","385,175","378,463","386,569","378,353","","1.83%"
"05/16/2024","378,262","382,422","384,250","377,583","","-1.06%"
"05/15/2024","382,313","379,639","383,115","376,938","","0.81%"
"05/14/2024","379,250","375,666","379,933","375,396","","1.00%"
"05/13/2024","375,507","379,094","379,626","375,041","","-0.81%"
"05/10/2024","378,567","376,497","381,622","376,296","","0.59%"
"05/09/2024","376,342","370,391","376,672","370,104","","1.67%"
"05/08/2024","370,171","371,300","373,408","369,654","","-0.27%"
"05/07/2024","371,185","372,415","373,425","370,649","","-0.28%"
"05/06/2024","372,244","370,334","373,701","368,611","","0.54%"
"05/03/2024","370,247","372,866","373,413","366,307","","-0.63%"
"05/02/2024","372,577","377,121","378,300","369,921","","-1.17%"
"05/01/2024","376,976","371,731","378,597","370,998","","1.46%"
"04/30/2024","371,545","379,692","379,805","371,552","","-2.09%"
"04/29/2024","379,488","379,137","381,481","376,086","","0.19%"
"04/26/2024","378,774","377,517","381,360","376,570","","0.37%"
"04/25/2024","377,368","374,151","379,575","373,571","","0.91%"
"04/24/2024","373,967","376,652","377,567","373,487","","-0.67%"
"04/23/2024","376,478","377,819","379,003","371,664","","-0.30%"
"04/22/2024","377,606","388,201","388,286","377,512","","-2.83%"
"04/19/2024","388,601","384,815","392,983","383,961","","1.03%"
"04/18/2024","384,656","382,504","387,043","382,504","","0.55%"
"04/17/2024","382,543","385,425","388,570","381,956","","-0.70%"
"04/16/2024","385,232","377,596","387,932","377,015","","2.10%"
"04/15/2024","377,307","371,385","378,314","368,332","","1.66%"
"04/12/2024","371,161","375,817","385,277","369,806","","-1.21%"
"04/11/2024","375,723","369,721","376,762","368,530","","1.66%"
"04/10/2024","369,573","372,824","373,966","367,532","","-0.83%"
"04/09/2024","372,650","370,614","374,789","370,288","","0.59%"
"04/08/2024","370,456","367,920","373,006","364,888","","0.40%"
"04/05/2024","368,979","364,022","369,242","360,418","","1.40%"
"04/04/2024","363,892","366,089","366,844","362,372","","-0.54%"
"04/03/2024","365,880","362,476","366,354","360,668","","0.96%"
"04/02/2024","362,404","357,782","362,637","357,014","","1.33%"
"04/01/2024","357,665","355,143","360,419","354,116","","1.08%"
"03/29/2024","353,832","353,832","353,832","353,832","","-0.05%"
"03/28/2024","354,024","347,979","354,501","346,801","","1.79%"
"03/27/2024","347,788","344,048","348,446","343,211","","1.14%"
"03/26/2024","343,866","343,121","347,403","342,450","","0.25%"
"03/25/2024","342,993","341,763","344,591","341,475","","0.43%"
"03/22/2024","341,527","341,587","344,058","340,242","","0.03%"
"03/21/2024","341,415","343,565","349,328","339,273","","-0.57%"
"03/20/2024","343,388","339,058","343,985","337,810","","1.33%"
"03/19/2024","338,883","338,931","340,041","337,385","","0.03%"
"03/18/2024","338,786","336,217","339,475","335,321","","0.81%"
"03/15/2024","336,049","336,937","339,047","336,092","","-0.20%"
"03/14/2024","336,707","338,664","339,083","335,415","","-0.49%"
"03/13/2024","338,374","336,491","339,522","335,780","","0.60%"
"03/12/2024","336,345","340,294","340,619","335,278","","-1.11%"
"03/11/2024","340,130","339,504","341,271","339,051","","0.23%"
"03/08/2024","339,365","338,104","342,232","335,891","","0.42%"
"03/07/2024","337,945","337,292","338,805","335,982","","0.25%"
"03/06/2024","337,117","335,619","337,910","333,468","","0.52%"
"03/05/2024","335,383","332,806","337,795","332,197","","0.84%"
"03/04/2024","332,605","326,920","333,680","326,473","","1.72%"
"03/01/2024","326,988","321,237","327,878","320,052","","1.84%"
"02/29/2024","321,076","319,104","322,282","318,661","","0.67%"
"02/28/2024","318,944","317,545","319,707","317,366","","0.49%"
"02/27/2024","317,397","317,425","319,055","317,283","","0.03%"
"02/26/2024","317,311","317,269","318,476","316,524","","-0.02%"
"02/23/2024","317,368","315,614","318,351","314,315","","0.61%"
"02/22/2024","315,443","316,777","317,593","314,871","","-0.37%"
"02/21/2024","316,628","316,998","318,278","315,858","","-0.07%"
"02/20/2024","316,860","315,413","318,049","314,948","","0.57%"
"02/19/2024","315,053","314,455","316,360","314,207","","0.22%"
"02/16/2024","314,346","313,163","314,783","311,695","","0.48%"
"02/15/2024","312,853","310,597","313,727","309,737","","0.75%"
"02/14/2024","310,536","311,117","311,289","309,441","","-0.05%"
"02/13/2024","310,689","315,025","316,575","310,360","","-1.33%"
"02/12/2024","314,875","316,535","316,910","313,747","","-0.47%"
"02/09/2024","316,376","318,072","318,555","315,874","","-0.48%"
"02/08/2024","317,910","318,192","318,789","315,788","","-0.04%"
"02/07/2024","318,045","320,279","320,379","317,491","","-0.65%"
"02/06/2024","320,119","318,027","320,738","317,827","","0.70%"
"02/05/2024","317,892","319,398","320,658","316,362","","-0.39%"
"02/02/2024","319,141","324,080","324,272","317,448","","-1.43%"
"02/01/2024","323,772","321,961","325,603","319,948","","0.62%"
"01/31/2024","321,770","321,431","324,449","320,492","","0.14%"
"01/30/2024","321,310","321,368","323,249","320,206","","0.03%"
"01/29/2024","321,213","319,468","322,168","319,150","","0.63%"
"01/26/2024","319,200","319,804","320,666","318,926","","-0.09%"
"01/25/2024","319,503","316,427","320,498","316,340","","1.03%"
"01/24/2024","316,246","317,076","319,973","315,972","","-0.24%"
"01/23/2024","317,012","316,093","318,884","315,763","","0.35%"
"01/22/2024","315,912","316,968","317,499","315,318","","-0.27%"
"01/19/2024","316,777","316,013","318,467","315,672","","0.29%"
"01/18/2024","315,853","313,928","316,125","313,536","","0.71%"
"01/17/2024","313,613","316,228","317,676","313,099","","-0.77%"
"01/16/2024","316,048","319,641","319,973","315,587","","-1.07%"
"01/15/2024","319,473","318,479","320,325","318,121","","0.31%"
"01/12/2024","318,473","315,596","320,695","315,368","","0.95%"
"01/11/2024","315,466","315,167","317,142","313,041","","0.14%"
"01/10/2024","315,019","315,086","317,687","314,574","","0.03%"
"01/09/2024","314,922","314,929","316,933","314,453","","0.08%"
"01/08/2024","314,682","317,140","317,548","313,115","","-0.81%"
"01/05/2024","317,256","316,485","320,234","315,986","","0.29%"
"01/04/2024","316,326","316,010","318,122","315,414","","0.15%"
"01/03/2024","315,843","318,520","320,425","314,349","","-0.78%"
"01/02/2024","318,330","317,625","321,624","317,551","","0.25%"
"01/01/2024","317,536","317,536","317,536","317,536","","0.00%"
"12/29/2023","317,536","318,512","320,265","316,832","","-0.26%"
"12/28/2023","318,349","320,717","322,167","318,368","","-0.65%"
"12/27/2023","320,446","320,179","321,652","317,766","","0.16%"
"12/26/2023","319,940","318,278","320,348","317,948","","0.67%"
"12/25/2023","317,801","317,801","317,801","317,801","","0.00%"
"12/22/2023","317,801","317,631","320,588","316,922","","0.10%"
"12/21/2023","317,471","315,239","317,661","315,044","","0.85%"
"12/20/2023","314,781","316,350","317,211","314,467","","-0.45%"
"12/19/2023","316,189","314,330","317,399","313,346","","0.69%"
"12/18/2023","314,034","312,963","315,428","312,328","","0.45%"
"12/15/2023","312,618","315,355","316,906","312,280","","-0.91%"
"12/14/2023","315,477","317,540","319,356","313,989","","-0.60%"
"12/13/2023","317,383","309,203","317,546","308,524","","2.69%"
"12/12/2023","309,061","309,473","311,899","308,836","","-0.08%"
"12/11/2023","309,316","310,758","312,833","308,545","","-0.42%"
"12/08/2023","310,626","314,822","315,501","309,385","","-1.26%"
"12/07/2023","314,583","313,796","316,495","313,443","","0.29%"
"12/06/2023","313,687","313,089","315,524","312,777","","0.24%"
"12/05/2023","312,942","313,658","316,294","311,653","","-0.16%"
"12/04/2023","313,448","320,733","327,027","312,244","","-2.22%"
"12/01/2023","320,576","315,865","321,367","314,926","","1.54%"
"11/30/2023","315,729","314,713","317,380","314,503","","0.38%"
"11/29/2023","314,539","315,013","316,741","313,296","","-0.09%"
"11/28/2023","314,832","312,113","315,337","310,490","","0.87%"
"11/27/2023","312,119","311,732","314,123","310,786","","0.20%"
"11/24/2023","311,507","310,177","311,873","309,768","","0.58%"
"11/23/2023","309,723","309,866","311,626","309,505","","-0.03%"
"11/22/2023","309,823","308,564","312,681","308,163","","0.47%"
"11/21/2023","308,359","305,482","309,960","305,456","","0.99%"
"11/20/2023","305,330","306,812","308,139","303,525","","-0.45%"
"11/17/2023","306,703","308,077","308,912","306,534","","-0.37%"
"11/16/2023","307,838","304,407","309,040","304,117","","1.18%"
"11/15/2023","304,254","308,396","308,408","303,645","","-1.21%"
"11/14/2023","307,966","305,610","309,314","305,023","","0.84%"
"11/13/2023","305,396","304,020","306,035","303,281","","0.50%"
"11/10/2023","303,882","306,714","307,643","303,412","","-0.84%"
"11/09/2023","306,458","305,201","307,730","304,380","","0.46%"
"11/08/2023","305,041","307,795","308,425","304,780","","-0.84%"
"11/07/2023","307,623","307,302","308,218","305,754","","0.14%"
"11/06/2023","307,188","313,388","313,545","307,229","","-1.95%"
"11/03/2023","313,287","314,965","315,238","312,051","","-0.44%"
"11/02/2023","314,684","315,988","316,835","313,754","","-0.33%"
"11/01/2023","315,731","315,153","317,440","313,904","","0.25%"
"10/31/2023","314,947","317,167","318,938","314,347","","-0.65%"
"10/30/2023","317,005","319,564","319,975","316,291","","-0.83%"
"10/27/2023","319,655","315,974","320,311","315,030","","1.23%"
"10/26/2023","315,784","314,197","317,452","313,879","","0.56%"
"10/25/2023","314,030","312,401","315,368","311,583","","0.57%"
"10/24/2023","312,253","314,172","315,327","309,630","","-0.63%"
"10/23/2023","314,217","314,550","316,054","311,842","","-0.03%"
"10/20/2023","314,320","312,264","317,067","311,860","","0.73%"
"10/19/2023","312,056","306,401","312,799","306,114","","1.99%"
"10/18/2023","305,971","302,199","308,739","302,143","","1.30%"
"10/17/2023","302,034","301,770","303,545","300,353","","0.13%"
"10/16/2023","301,632","303,216","303,464","299,835","","-0.45%"
"10/13/2023","302,999","292,978","303,262","292,919","","3.38%"
"10/12/2023","293,093","294,057","295,803","293,074","","-0.32%"
"10/11/2023","294,036","292,726","294,583","291,753","","0.50%"
"10/10/2023","292,579","292,050","293,127","291,515","","0.24%"
"10/09/2023","291,865","286,091","292,484","286,074","","2.08%"
"10/06/2023","285,931","284,241","286,439","282,478","","0.65%"
"10/05/2023","284,092","284,684","285,762","283,053","","-0.16%"
"10/04/2023","284,548","284,029","286,192","283,685","","0.24%"
"10/03/2023","283,875","283,870","285,638","282,689","","0.05%"
"10/02/2023","283,740","285,629","286,861","283,671","","-0.64%"
"09/29/2023","285,564","289,422","290,592","285,351","","-1.28%"
"09/28/2023","289,262","291,006","291,799","288,324","","-0.55%"
"09/27/2023","290,855","294,417","295,177","290,608","","-1.15%"
"09/26/2023","294,244","295,048","296,741","294,182","","-0.17%"
"09/25/2023","294,754","296,006","296,923","294,911","","-0.38%"
"09/22/2023","295,871","295,205","296,805","295,122","","0.33%"
"09/21/2023","294,903","296,884","297,331","294,185","","-0.60%"
"09/20/2023","296,693","296,998","299,571","296,601","","-0.05%"
"09/19/2023","296,842","297,255","298,056","296,791","","-0.08%"
"09/18/2023","297,079","295,412","297,349","295,171","","0.61%"
"09/15/2023","295,270","293,443","296,433","293,241","","0.69%"
"09/14/2023","293,245","293,311","294,027","291,892","","0.15%"
"09/13/2023","292,807","293,549","294,535","292,875","","-0.20%"
"09/12/2023","293,396","294,354","295,312","292,557","","-0.34%"
"09/11/2023","294,395","294,111","296,348","293,764","","0.15%"
"09/08/2023","293,951","294,385","295,802","293,835","","-0.01%"
"09/07/2023","293,976","293,104","294,802","292,991","","0.34%"
"09/06/2023","292,985","294,023","295,157","292,818","","-0.30%"
"09/05/2023","293,863","295,442","295,970","293,889","","-0.48%"
"09/04/2023","295,283","295,731","296,800","295,069","","-0.05%"
"09/01/2023","295,436","295,413","297,705","294,832","","0.04%"
"08/31/2023","295,311","296,018","296,895","295,323","","-0.18%"
"08/30/2023","295,855","295,664","297,057","294,571","","0.11%"
"08/29/2023","295,518","293,602","295,786","292,076","","0.74%"
"08/28/2023","293,335","293,067","294,514","292,472","","0.20%"
"08/25/2023","292,744","292,218","294,137","291,125","","0.24%"
"08/24/2023","292,050","292,905","293,640","291,385","","-0.18%"
"08/23/2023","292,583","290,584","293,809","290,526","","0.74%"
"08/22/2023","290,426","290,434","291,758","289,239","","0.10%"
"08/21/2023","290,149","288,795","291,029","288,136","","0.53%"
"08/18/2023","288,607","288,626","290,273","288,306","","0.07%"
"08/17/2023","288,397","289,113","290,963","287,999","","-0.21%"
"08/16/2023","288,990","291,765","292,188","289,038","","-0.89%"
"08/15/2023","291,596","292,085","293,331","290,869","","-0.11%"
"08/14/2023","291,923","291,165","293,548","290,639","","0.31%"
"08/11/2023","291,016","290,378","292,302","290,177","","0.26%"
"08/10/2023","290,255","290,811","293,087","290,356","","-0.16%"
"08/09/2023","290,718","292,750","293,759","290,754","","-0.74%"
"08/08/2023","292,887","294,072","294,819","292,556","","-0.31%"
"08/07/2023","293,800","294,692","295,332","293,302","","-0.26%"
"08/04/2023","294,578","293,688","295,390","292,743","","0.40%"
"08/03/2023","293,402","293,528","294,680","293,001","","0.01%"
"08/02/2023","293,386","293,907","296,731","293,333","","-0.11%"
"08/01/2023","293,696","296,333","296,623","293,413","","-0.83%"
"07/31/2023","296,162","295,776","297,445","294,211","","0.18%"
"07/28/2023","295,643","291,901","296,412","291,494","","1.39%"
"07/27/2023","291,591","296,191","297,416","291,392","","-1.51%"
"07/26/2023","296,054","294,636","297,093","293,652","","0.53%"
"07/25/2023","294,484","293,645","294,950","292,844","","0.37%"
"07/24/2023","293,406","294,805","295,638","293,452","","-0.39%"
"07/21/2023","294,554","295,208","296,387","294,013","","-0.20%"
"07/20/2023","295,150","296,398","298,047","294,564","","-0.36%"
"07/19/2023","296,224","296,702","297,058","295,364","","-0.10%"
"07/18/2023","296,513","293,341","297,560","293,132","","1.07%"
"07/17/2023","293,369","292,403","294,085","291,885","","0.35%"
"07/14/2023","292,359","293,424","293,871","291,821","","-0.33%"
"07/13/2023","293,335","295,175","295,522","292,273","","-0.55%"
"07/12/2023","294,963","292,511","295,492","291,271","","0.89%"
"07/11/2023","292,366","292,666","293,746","292,023","","-0.01%"
"07/10/2023","292,400","291,378","292,873","290,622","","0.38%"
"07/07/2023","291,302","287,508","292,850","287,283","","1.37%"
"07/06/2023","287,353","287,559","290,011","286,248","","-0.02%"
"07/05/2023","287,413","288,741","290,565","287,506","","-0.40%"
"07/04/2023","288,571","288,733","289,488","288,428","","0.00%"
"07/03/2023","288,583","287,765","290,147","286,993","","0.29%"
"06/30/2023","287,747","286,146","288,290","284,941","","0.62%"
"06/29/2023","285,963","285,954","286,829","283,809","","0.04%"
"06/28/2023","285,849","286,908","287,442","285,284","","-0.32%"
"06/27/2023","286,759","288,791","289,856","286,534","","-0.57%"
"06/26/2023","288,416","288,529","290,312","288,284","","0.19%"
"06/23/2023","287,866","286,003","290,449","285,498","","0.81%"
"06/22/2023","285,556","288,821","289,186","285,704","","-1.09%"
"06/21/2023","288,699","290,524","291,289","286,846","","-0.55%"
"06/20/2023","290,302","292,527","293,851","289,466","","-0.69%"
"06/19/2023","292,323","292,427","293,731","292,063","","0.05%"
"06/16/2023","292,179","292,617","293,921","291,743","","-0.09%"
"06/15/2023","292,434","289,409","292,973","287,735","","1.09%"
"06/14/2023","289,277","288,838","292,051","288,617","","0.21%"
"06/13/2023","288,661","290,991","292,853","288,283","","-0.76%"
"06/12/2023","290,857","290,901","292,426","289,640","","0.00%"
"06/09/2023","290,854","293,149","293,498","290,379","","-0.73%"
"06/08/2023","293,000","288,621","293,506","288,592","","1.56%"
"06/07/2023","288,499","291,778","293,126","288,593","","-1.06%"
"06/06/2023","291,602","292,195","292,335","290,363","","-0.12%"
"06/05/2023","291,960","291,945","292,459","288,590","","0.04%"
"06/02/2023","291,846","296,452","297,329","291,955","","-1.50%"
"06/01/2023","296,300","294,138","297,291","292,819","","0.81%"
"05/31/2023","293,932","293,657","296,104","291,599","","0.16%"
"05/30/2023","293,463","291,046","294,250","289,456","","0.93%"
"05/29/2023","290,746","290,739","291,878","290,171","","-0.08%"
"05/26/2023","290,966","290,056","292,973","289,558","","0.31%"
"05/25/2023","290,081","291,615","293,760","289,860","","-0.47%"
"05/24/2023","291,452","293,841","295,810","291,557","","-0.77%"
"05/23/2023","293,720","293,625","294,296","290,798","","0.09%"
"05/22/2023","293,464","295,186","295,872","293,095","","-0.53%"
"05/19/2023","295,027","290,898","296,126","290,470","","1.46%"
"05/18/2023","290,790","294,601","295,237","290,160","","-1.24%"
"05/17/2023","294,435","294,783","296,633","293,554","","-0.07%"
"05/16/2023","294,634","298,429","299,115","294,247","","-1.23%"
"05/15/2023","298,291","296,729","299,286","296,073","","0.62%"
"05/12/2023","296,457","296,889","298,328","295,154","","-0.05%"
"05/11/2023","296,601","298,911","300,572","296,118","","-0.74%"
"05/10/2023","298,814","299,686","301,600","297,676","","-0.25%"
"05/09/2023","299,552","297,369","300,154","296,867","","0.78%"
"05/08/2023","297,234","295,841","298,355","295,570","","0.41%"
"05/05/2023","296,032","301,045","301,407","293,397","","-1.61%"
"05/04/2023","300,880","299,319","304,463","297,638","","0.63%"
"05/03/2023","299,011","296,407","299,675","294,870","","0.90%"
"05/02/2023","296,331","290,934","296,963","290,305","","1.89%"
"05/01/2023","290,822","292,130","294,287","290,033","","-0.32%"
"04/28/2023","291,746","292,103","292,827","289,892","","-0.15%"
"04/27/2023","292,173","294,951","295,981","290,197","","-1.02%"
"04/26/2023","295,172","296,391","298,781","294,241","","-0.32%"
"04/25/2023","296,123","295,372","297,479","293,359","","0.29%"
"04/24/2023","295,261","294,130","295,560","293,068","","0.34%"
"04/21/2023","294,262","297,471","297,754","292,691","","-0.97%"
"04/20/2023","297,155","296,016","298,792","295,488","","0.42%"
"04/19/2023","295,913","297,851","298,137","292,339","","-0.57%"
"04/18/2023","297,595","294,986","298,678","294,779","","1.00%"
"04/17/2023","294,641","294,272","297,993","293,041","","0.07%"
"04/14/2023","294,442","300,911","301,832","292,884","","-2.15%"
"04/13/2023","300,912","299,912","302,225","297,944","","0.41%"
"04/12/2023","299,697","298,078","301,825","297,787","","0.43%"
"04/11/2023","298,416","296,634","298,788","296,359","","0.50%"
"04/10/2023","296,922","299,487","299,916","295,297","","-0.83%"
"04/07/2023","299,395","299,434","299,808","299,263","","0.01%"
"04/06/2023","299,367","301,804","301,804","298,381","","-0.76%"
"04/05/2023","301,672","301,025","303,307","299,992","","0.26%"
"04/04/2023","300,892","297,221","301,723","294,723","","1.32%"
"04/03/2023","296,964","295,518","297,999","292,425","","0.63%"
"03/31/2023","295,107","298,005","298,490","294,925","","-0.95%"
"03/30/2023","297,929","295,800","298,593","294,587","","0.74%"
"03/29/2023","295,741","297,601","297,917","295,306","","-0.64%"
"03/28/2023","297,641","296,926","298,026","293,985","","0.31%"
"03/27/2023","296,718","299,714","300,186","294,661","","-0.97%"
"03/24/2023","299,635","305,931","306,161","299,338","","-1.95%"
"03/23/2023","305,590","302,411","307,427","301,435","","1.19%"
"03/22/2023","302,002","297,704","303,666","296,823","","1.48%"
"03/21/2023","297,596","303,945","304,706","296,989","","-2.00%"
"03/20/2023","303,658","304,997","308,967","301,942","","-0.42%"
"03/17/2023","304,940","295,316","305,330","294,948","","3.31%"
"03/16/2023","295,168","294,759","297,468","293,095","","0.25%"
"03/15/2023","294,424","292,715","297,690","289,750","","0.55%"
"03/14/2023","292,823","294,002","294,444","291,572","","-0.38%"
"03/13/2023","293,941","288,762","294,208","287,613","","1.88%"
"03/10/2023","288,516","282,658","288,958","282,254","","2.19%"
"03/09/2023","282,333","279,976","283,135","279,599","","0.88%"
"03/08/2023","279,863","278,374","281,593","278,045","","0.60%"
"03/07/2023","278,199","282,448","284,397","278,253","","-1.49%"
"03/06/2023","282,412","283,869","284,403","282,205","","-0.46%"
"03/03/2023","283,721","280,450","284,040","280,312","","1.22%"
"03/02/2023","280,302","279,898","280,990","278,960","","0.28%"
"03/01/2023","279,513","278,774","281,093","278,015","","0.37%"
"02/28/2023","278,492","277,296","279,268","275,209","","0.49%"
